SalesOrderID	CustomerID	SalesPersonID	TerritoryID	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	ShipToAddressLine1	ShipToAddressLine2	ShipToCity	ShipToStateProvinceCode	ShipToStateProvince	ShipToPostalCode	IsOnlyStateProvinceFlag	ShipToCountryRegion
68008	19420		8		1258.83	100.7064	31.4708	1391.0072	Alte Landstr 991		Berlin	HE	Hessen	14129	False	Germany
68009	15192		9	11524	2334.98	186.7984	58.3745	2580.1529	2552 Palm Ave		Cloverdale	SA	South Australia	6105	False	Australia
68010	15143		9	11524	2294.99	183.5992	57.3748	2535.964	3467 Monzeneda Way		Springwood	NSW	New South Wales	2777	False	Australia
68011	15144		9	11524	2294.99	183.5992	57.3748	2535.964	2763 Pass		Hawthorne	QLD	Queensland	4171	False	Australia
68012	25011		9	11524	588.96	47.1168	14.724	650.8008	9504 Rosina Court		Port Macquarie	NSW	New South Wales	2444	False	Australia
68013	25021		9	11524	553.97	44.3176	13.8493	612.1369	20 Chestnut Ave		Coffs Harbour	NSW	New South Wales	2450	False	Australia
68014	27722		9	11524	564.21	45.1368	14.1053	623.4521	8142 Longbrood Way		St. Leonards	NSW	New South Wales	2065	False	Australia
68015	21944		9	11524	2532.33	202.5864	63.3083	2798.2247	3499 Parkway Drive	Apt. A	Matraville	NSW	New South Wales	2036	False	Australia
68016	24797		1		2393.06	191.4448	59.8265	2644.3313	1308 B St.		Bremerton	WA	Washington	98312	False	United States
68017	27447		4		2419.06	193.5248	60.4765	2673.0613	3140 Park Tree Ct		Woodland Hills	CA	California	91364	False	United States
68018	23733		1		567.76	45.4208	14.194	627.3748	5823 Danielle Court		Bremerton	WA	Washington	98312	False	United States
68019	23341		1		561.48	44.9184	14.037	620.4354	329 Poplar Street		Bremerton	WA	Washington	98312	False	United States
68020	23342		4		556.26	44.5008	13.9065	614.6673	719 Sycamore Drive		Chula Vista	CA	California	91910	False	United States
68021	27014		6	11526	574.98	45.9984	14.3745	635.3529	7876 Clinton Dr		Royal Oak	BC	British Columbia	V8X	False	Canada
68022	17125		6	11526	539.99	43.1992	13.4998	596.689	3515 Bishop Drive		Victoria	BC	British Columbia	V8V	False	Canada
68023	28563		8		1197.97	95.8376	29.9493	1323.7569	Kalkweg 3544		Berlin	HH	Hamburg	12311	False	Germany
68024	24697		10	11529	1170.48	93.6384	29.262	1293.3804	9549 Jomar Drive		London	ENG	England	W1V 5RN	True	United Kingdom
68025	25454		10	11529	1155.48	92.4384	28.887	1276.8054	8656 Roskelley Dr.		W. York	ENG	England	BD1 4SJ	True	United Kingdom
68026	24115		10	11529	1164.47	93.1576	29.1118	1286.7394	273 Oak Street		Liverpool	ENG	England	L4 4HB	True	United Kingdom
68027	15637		7		2419.06	193.5248	60.4765	2673.0613	"6, route de Marseille"		Saint Ouen	17	Charente-Maritime	17490	False	France
68028	11603		10	11529	2398.05	191.844	59.9513	2649.8453	1538 Golden Meadow		London	ENG	England	C2H 7AU	True	United Kingdom
68029	12994		9	11524	2419.06	193.5248	60.4765	2673.0613	7718 Beech Ct.		Townsville	QLD	Queensland	4810	False	Australia
68030	11184		4		6.28	0.5024	0.157	6.9394	5872 L St.		Concord	CA	California	94519	False	United States
68031	18305		9	11535	123.96	9.9168	3.099	136.9758	2025 Sunset Meadows		Warrnambool	VIC	Victoria	3280	False	Australia
68032	19666		9	11535	35	2.8	0.875	38.675	2614 Park Glen Ct.		Hobart	TAS	Tasmania	7001	False	Australia
68033	18796		9	11535	23.78	1.9024	0.5945	26.2769	1354 Catnip Court		Sydney	NSW	New South Wales	1002	False	Australia
68034	11763		9	11535	14.23	1.1384	0.3558	15.7242	8461 Everett Ct		Springwood	NSW	New South Wales	2777	False	Australia
68035	24253		9	11535	9.99	0.7992	0.2498	11.039	3229 Pembroke Dr.		Hervey Bay	QLD	Queensland	4655	False	Australia
68036	13008		9	11535	36.27	2.9016	0.9068	40.0784	1962 Race Road		Geelong	VIC	Victoria	3220	False	Australia
68037	19904		8		2319.26	185.5408	57.9815	2562.7823	Erftplatz 990		Ingolstadt	BY	Bayern	85049	False	Germany
68038	26715		4		68.97	5.5176	1.7243	76.2119	3895 Mt. Tooth Place		Oakland	CA	California	94611	False	United States
68039	11142		6	11537	64.97	5.1976	1.6243	71.7919	6255 Macalvey Dr.		Langford	BC	British Columbia	V9	False	Canada
68040	26256		1		93.46	7.4768	2.3365	103.2733	8974 F Mt Hood Circle		Ballard	WA	Washington	98107	False	United States
68041	25836		4		34.89	2.7912	0.8723	38.5535	6492 Candy Rd		Berkeley	CA	California	94704	False	United States
68042	22763		1		69.97	5.5976	1.7493	77.3169	2198 Clay Road		Seattle	WA	Washington	98104	False	United States
68043	18328		4		7.28	0.5824	0.182	8.0444	9430 Thornhill Place		Concord	CA	California	94519	False	United States
68044	17520		4		4.99	0.3992	0.1248	5.514	7323 Alan Drive		Burlingame	CA	California	94010	False	United States
68045	24744		6	11537	4.99	0.3992	0.1248	5.514	3949 Eastgate Ave.		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68046	15950		1		7.28	0.5824	0.182	8.0444	1754 Polk Street		Lebanon	OR	Oregon	97355	False	United States
68047	14628		1		4.99	0.3992	0.1248	5.514	1490 Daylight Pl.		Lebanon	OR	Oregon	97355	False	United States
68048	14488		4		67.93	5.4344	1.6983	75.0627	4892 St. Andrews Drive		Berkeley	CA	California	94704	False	United States
68049	22079		6	11537	24.27	1.9416	0.6068	26.8184	1935 Heavenly Drive		N. Vancouver	BC	British Columbia	V7L 4J4	False	Canada
68050	16202		7		31.27	2.5016	0.7818	34.5534	"89, avenue des Ternes"		Paris	75	Seine (Paris)	75007	False	France
68051	15714		7		83.97	6.7176	2.0993	92.7869	"24, place de Fontenoy"		Boulogne-Billancourt	92	Hauts de Seine	92100	False	France
68052	17763		10	11540	24.99	1.9992	0.6248	27.614	4689 Deerwood Court	#512	Reading	ENG	England	RG7 5H7	True	United Kingdom
68053	12134		10	11540	62.98	5.0384	1.5745	69.5929	5276 Whitehall Drive		Stoke-on-Trent	ENG	England	AS23	True	United Kingdom
68054	26368		7		53.99	4.3192	1.3498	59.659	"33, place de la République"		Bobigny	93	Seine Saint Denis	93000	False	France
68055	23945		10	11540	4.99	0.3992	0.1248	5.514	3952 Morello Ave.		York	ENG	England	Y03 4TN	True	United Kingdom
68056	24856		8		27.77	2.2216	0.6943	30.6859	Kurfürstenstr 4164		Stuttgart	SL	Saarland	70452	False	Germany
68057	12476		10	11540	23.78	1.9024	0.5945	26.2769	4977 Candlestick Dr.		Milton Keynes	ENG	England	MK8 8ZD	True	United Kingdom
68058	27312		8		33.98	2.7184	0.8495	37.5479	Am Grossen Dern 2547		Offenbach	SL	Saarland	63009	False	Germany
68059	13242		4		56.97	4.5576	1.4243	62.9519	144 Cast Street		Los Angeles	CA	California	90012	False	United States
68060	12664		10	11540	8.99	0.7192	0.2248	9.934	4399 Trembath Court		Warrington	ENG	England	WA1	True	United Kingdom
68061	14895		4		804.48	64.3584	20.112	888.9504	9340 Long Brook Way		Torrance	CA	California	90505	False	United States
68062	15016		4		799.48	63.9584	19.987	883.4254	9177 Olympic Drive		Beverly Hills	CA	California	90210	False	United States
68063	16653		1		2411.95	192.956	60.2988	2665.2048	7523 Surf View Drive		Issaquah	WA	Washington	98027	False	United States
68064	26230		8		2398.05	191.844	59.9513	2649.8453	Brunnenstr 678		Braunschweig	NW	Nordrhein-Westfalen	38001	False	Germany
68065	15223		9	11535	2294.99	183.5992	57.3748	2535.964	8713 Yosemite Ct.		North Ryde	NSW	New South Wales	2113	False	Australia
68066	26746		9	11535	1218.46	97.4768	30.4615	1346.3983	9720 Morning Glory Dr.		Brisbane	QLD	Queensland	4000	False	Australia
68067	29297		9	11535	613.45	49.076	15.3363	677.8623	3902 Clay Rd.		Wollongong	NSW	New South Wales	2500	False	Australia
68068	25567		9	11535	539.99	43.1992	13.4998	596.689	9231 Brook Hollow Ct.		East Brisbane	QLD	Queensland	4169	False	Australia
68069	21899		9	11535	2482.23	198.5784	62.0558	2742.8642	3733 Water Street		Lavender Bay	NSW	New South Wales	2060	False	Australia
68070	11372		9	11535	839.48	67.1584	20.987	927.6254	24 San Vincente Drive		Brisbane	QLD	Queensland	4000	False	Australia
68071	27104		4		2419.06	193.5248	60.4765	2673.0613	388 Mt. Everest Court		Bellflower	CA	California	90706	False	United States
68072	29265		4		742.35	59.388	18.5588	820.2968	6272 Maywood Ln		Daly City	CA	California	94015	False	United States
68073	23453		4		632.45	50.596	15.8113	698.8573	5005 Appalachian Dr.		Berkeley	CA	California	94704	False	United States
68074	23359		4		539.99	43.1992	13.4998	596.689	5256 Lorie Lane		Downey	CA	California	90241	False	United States
68075	19206		4		553.97	44.3176	13.8493	612.1369	1371 Rogers Ave		Imperial Beach	CA	California	91932	False	United States
68076	21484		1		1120.49	89.6392	28.0123	1238.1415	3597 Pine St.		Sedro Woolley	WA	Washington	98284	False	United States
68077	21282		4		1120.49	89.6392	28.0123	1238.1415	157 Birch Bark Road		Fremont	CA	California	94536	False	United States
68078	21424		4		1170.48	93.6384	29.262	1293.3804	9170 Plymouth Dr.		El Cajon	CA	California	92020	False	United States
68079	18543		4		1735.98	138.8784	43.3995	1918.2579	5703 Rose Dr		Grossmont	CA	California	91941	False	United States
68080	23592		6	11537	1700.99	136.0792	42.5248	1879.594	4251 San Onofre Court		Oak Bay	BC	British Columbia	V8P	False	Canada
68081	23231		7		597.95	47.836	14.9488	660.7348	"7, place de Brazaville"		Metz	57	Moselle	57000	False	France
68082	24214		8		583.97	46.7176	14.5993	645.2869	Moritzstr 45		Paderborn	NW	Nordrhein-Westfalen	33098	False	Germany
68083	14160		8		724.47	57.9576	18.1118	800.5394	Galeriestr 619		Erlangen	BY	Bayern	91054	False	Germany
68084	11421		8		2384.07	190.7256	59.6018	2634.3974	Am Karlshof 2500		Offenbach	SL	Saarland	63009	False	Germany
68085	29463		9	11535	751.34	60.1072	18.7835	830.2307	6908 Woodchuck Pl.		Gold Coast	QLD	Queensland	4217	False	Australia
68086	12685		9	11535	2438.06	195.0448	60.9515	2694.0563	4143 Smith Lane		Warrnambool	VIC	Victoria	3280	False	Australia
68087	12694		9	11535	2384.07	190.7256	59.6018	2634.3974	5898 Mt. Dell		St. Leonards	NSW	New South Wales	2065	False	Australia
68088	13001		9	11535	2418.05	193.444	60.4513	2671.9453	3093 Roland Drive		Sunbury	VIC	Victoria	3429	False	Australia
68089	17277		9	11546	848.47	67.8776	21.2118	937.5594	2511 Via Appia		North Ryde	NSW	New South Wales	2113	False	Australia
68090	12087		4		49.99	3.9992	1.2498	55.239	2715 Euclid Ave.		Lakewood	CA	California	90712	False	United States
68091	11223		6	11548	34.99	2.7992	0.8748	38.664	5045 Vancouver Way	# 133	Langley	BC	British Columbia	V3A 4R2	False	Canada
68092	12704		9	11546	29.98	2.3984	0.7495	33.1279	7933 Ashwood Dr		Geelong	VIC	Victoria	3220	False	Australia
68093	21170		9	11546	74.98	5.9984	1.8745	82.8529	1451 Victory Lane		Gold Coast	QLD	Queensland	4217	False	Australia
68094	19753		9	11546	4.99	0.3992	0.1248	5.514	3326 Icicle Ct.		North Sydney	NSW	New South Wales	2055	False	Australia
68095	18720		9	11546	53.99	4.3192	1.3498	59.659	4672 Cardinal		Hobart	TAS	Tasmania	7001	False	Australia
68096	16410		10	11551	799.42	63.9536	19.9855	883.3591	1512 Orangewood Ave.		Warrington	ENG	England	WA3 7BH	True	United Kingdom
68097	12747		8		2334.97	186.7976	58.3743	2580.1419	Buergermeister-ulrich-str 543		Hamburg	HH	Hamburg	20354	False	Germany
68098	17825		8		2400.95	192.076	60.0238	2653.0498	Heideweg 2459		Ingolstadt	BY	Bayern	85049	False	Germany
68099	19036		10	11551	2319.99	185.5992	57.9998	2563.589	9900 Clearbrook Drive		Lancaster	ENG	England	LA1 1LN	True	United Kingdom
68100	19041		7		2389.98	191.1984	59.7495	2640.9279	"83, avenue des Champs-Elysées"		Paris	75	Seine (Paris)	75007	False	France
68101	17990		10	11551	596.96	47.7568	14.924	659.6408	8299 Leed Court West		Milton Keynes	ENG	England	MK8 8DF	True	United Kingdom
68102	25751		8		1759.97	140.7976	43.9993	1944.7669	Parise Straße 2552		Frankfurt am Main	HH	Hamburg	60355	False	Germany
68103	11726		1		62.98	5.0384	1.5745	69.5929	4685 York Dr		Burien	WA	Washington	98168	False	United States
68104	11502		6	11548	7.28	0.5824	0.182	8.0444	6878 Dublin		Shawnee	BC	British Columbia	V8Z 4N5	False	Canada
68105	28016		4		2.29	0.1832	0.0573	2.5305	5893 Wiget Lane		Newport Beach	CA	California	92625	False	United States
68106	28050		4		21.49	1.7192	0.5373	23.7465	6691 Brookview Dr		Santa Monica	CA	California	90401	False	United States
68107	11845		6	11548	64.97	5.1976	1.6243	71.7919	1442 Hill Top Rd		Shawnee	BC	British Columbia	V8Z 4N5	False	Canada
68108	26709		4		68.97	5.5176	1.7243	76.2119	9204 Birch Bark Dr.		La Jolla	CA	California	92806	False	United States
68109	15468		6	11548	261.38	20.9104	6.5345	288.8249	3718 Loma Linda		Shawnee	BC	British Columbia	V9B 5T2	False	Canada
68110	24634		1		130.56	10.4448	3.264	144.2688	4764 East Avenue		Bremerton	WA	Washington	98312	False	United States
68111	12936		6	11548	32.28	2.5824	0.807	35.6694	6743 E. Leland		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68112	23497		1		29.99	2.3992	0.7498	33.139	1273 Deetmeadow Way		Olympia	WA	Washington	98501	False	United States
68113	18054		6	11548	69.97	5.5976	1.7493	77.3169	4058 First Ave		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68114	11530		6	11548	69.99	5.5992	1.7498	77.339	3183 Trasher Road		N. Vancouver	BC	British Columbia	V7L 4J4	False	Canada
68115	20123		4		132.97	10.6376	3.3243	146.9319	1431 Semillon Circle		Grossmont	CA	California	91941	False	United States
68116	18861		1		133.49	10.6792	3.3373	147.5065	192 Bundros Court		Ballard	WA	Washington	98107	False	United States
68117	11330		6	11548	4.99	0.3992	0.1248	5.514	3407 Pinon Dr.		Oak Bay	BC	British Columbia	V8P	False	Canada
68118	16904		4		4.99	0.3992	0.1248	5.514	1671 F St.		Grossmont	CA	California	91941	False	United States
68119	15814		4		93.97	7.5176	2.3493	103.8369	2098 Chilpancingo Pkwy.		Burlingame	CA	California	94010	False	United States
68120	16325		10	11551	4.99	0.3992	0.1248	5.514	2427 Marvello Lane		Runcorn	ENG	England	TY31	True	United Kingdom
68121	18162		7		7.28	0.5824	0.182	8.0444	"401, rue Jean Mermoz"		Colombes	92	Hauts de Seine	92700	False	France
68122	14710		8		39.99	3.1992	0.9998	44.189	Auf den Kuhlen Straße 2		Hamburg	HH	Hamburg	20354	False	Germany
68123	26906		10	11551	67.49	5.3992	1.6873	74.5765	4771 Kenston Dr		London	ENG	England	SW1P 2NU	True	United Kingdom
68124	25797		7		21.49	1.7192	0.5373	23.7465	"5, rue des Vendangeurs"		Roubaix	59	Nord	59100	False	France
68125	25684		8		23.78	1.9024	0.5945	26.2769	Rotthäuser Weg 7766		Saarbrücken	SL	Saarland	66001	False	Germany
68126	13604		10	11551	132.94	10.6352	3.3235	146.8987	3964 Stony Hill Circle		London	ENG	England	SW1P 2NU	True	United Kingdom
68127	25517		7		39.98	3.1984	0.9995	44.1779	"21, rue de Maubeuge"		Metz	57	Moselle	57000	False	France
68128	13244		1		81.46	6.5168	2.0365	90.0133	8268 Donald Dr		Puyallup	WA	Washington	98371	False	United States
68129	18389		6	11548	2401.45	192.116	60.0363	2653.6023	7610 Northridge Ct.		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68130	16839		4		2294.99	183.5992	57.3748	2535.964	5518 San Rafael		West Covina	CA	California	91791	False	United States
68131	15283		6	11548	865.95	69.276	21.6488	956.8748	5446 Via Estrella		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68132	16645		4		2357.28	188.5824	58.932	2604.7944	3029 Arnold Dr		Chula Vista	CA	California	91910	False	United States
68133	12915		1		2317.92	185.4336	57.948	2561.3016	5826 Norman Avenue		Puyallup	WA	Washington	98371	False	United States
68134	12131		7		2469.05	197.524	61.7263	2728.3003	"244, rue des Rosiers"		Dunkerque	59	Nord	59140	False	France
68135	24270		9	11546	662.95	53.036	16.5738	732.5598	492 Pierce Court		Coffs Harbour	NSW	New South Wales	2450	False	Australia
68136	27710		9	11546	563.77	45.1016	14.0943	622.9659	7437 Margaret Ct.		Townsville	QLD	Queensland	4810	False	Australia
68137	12583		9	11546	574.98	45.9984	14.3745	635.3529	332 West Slough Rd		Newcastle	NSW	New South Wales	2300	False	Australia
68138	14605		6	11548	2433.04	194.6432	60.826	2688.5092	9395 Aspect Dr		Royal Oak	BC	British Columbia	V8X	False	Canada
68139	22877		6	11548	2384.07	190.7256	59.6018	2634.3974	6936 Woodruff Lane		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68140	24798		1		2407.04	192.5632	60.176	2659.7792	6 Terra Calitina		Bellingham	WA	Washington	98225	False	United States
68141	23866		6	11548	1249.84	99.9872	31.246	1381.0732	60 Reliz Valley Road		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68142	28664		1		1214.85	97.188	30.3713	1342.4093	9979 Sundance Dr.		Beaverton	OR	Oregon	97005	False	United States
68143	20209		6	11548	1219.45	97.556	30.4863	1347.4923	6588 Palms Drive		Langley	BC	British Columbia	V3A 4R2	False	Canada
68144	18562		4		1732.26	138.5808	43.3065	1914.1473	5745 St. Paul Way		Novato	CA	California	94947	False	United States
68145	18371		1		1754.98	140.3984	43.8745	1939.2529	5602 Greer Ave		Lynnwood	WA	Washington	98036	False	United States
68146	27909		10	11551	548.98	43.9184	13.7245	606.6229	8079 Precipice Drive		London	ENG	England	E17 6JF	True	United Kingdom
68147	28367		10	11551	600.46	48.0368	15.0115	663.5083	692 Brook Way	#1988	Bury	ENG	England	PE17	True	United Kingdom
68148	24191		8		539.99	43.1992	13.4998	596.689	Hellweg 4924		Kiel	SL	Saarland	24044	False	Germany
68149	14666		9	11546	820.83	65.6664	20.5208	907.0172	3529 Sweetwater Drive		North Ryde	NSW	New South Wales	2113	False	Australia
68150	18047		8		1735.98	138.8784	43.3995	1918.2579	Auf dem Ufer 164		Bonn	HH	Hamburg	53131	False	Germany
68151	11091		6	11559	144.49	11.5592	3.6123	159.6615	6083 San Jose		Haney	BC	British Columbia	V2W 1W2	False	Canada
68152	28610		1		8.99	0.7192	0.2248	9.934	1457 Chelsea		Lebanon	OR	Oregon	97355	False	United States
68153	12692		9	11557	149.98	11.9984	3.7495	165.7279	5230 E. 67th Street		Hawthorne	QLD	Queensland	4171	False	Australia
68154	15822		9	11557	28.98	2.3184	0.7245	32.0229	8208 Vista Ave.		Findon	SA	South Australia	5023	False	Australia
68155	19101		9	11557	45.95	3.676	1.1488	50.7748	9293 Liscome Way		Coffs Harbour	NSW	New South Wales	2450	False	Australia
68156	12691		9	11557	38.98	3.1184	0.9745	43.0729	9491 Fountain Road		Findon	SA	South Australia	5023	False	Australia
68157	28929		9	11557	7.28	0.5824	0.182	8.0444	1820 Adobe St		Gold Coast	QLD	Queensland	4217	False	Australia
68158	13972		9	11557	49.99	3.9992	1.2498	55.239	2067 Black Point Pl		Perth	SA	South Australia	6006	False	Australia
68159	16417		10	11562	819.48	65.5584	20.487	905.5254	9875 Pheasant Drive		Bury	ENG	England	PE17	True	United Kingdom
68160	14770		10	11562	2329.98	186.3984	58.2495	2574.6279	7954 Vista Avenue		Berks	ENG	England	SL4 1RH	True	United Kingdom
68161	12522		7		2309.97	184.7976	57.7493	2552.5169	"882, place du Tertre"		Pantin	93	Seine Saint Denis	93500	False	France
68162	19299		10	11562	586.97	46.9576	14.6743	648.6019	9010 Longview Road		Berkshire	ENG	England	RG11 5TP	True	United Kingdom
68163	17963		8		1750.98	140.0784	43.7745	1934.8329	Kappellweg 613		Darmstadt	HE	Hessen	64283	False	Germany
68164	29212		1		190.27	15.2216	4.7568	210.2484	2348 Fruitwood		Marysville	WA	Washington	98270	False	United States
68165	29028		4		7.28	0.5824	0.182	8.0444	7511 Azores Circle		Burlingame	CA	California	94010	False	United States
68166	12136		6	11559	4.99	0.3992	0.1248	5.514	7509 San Cristobal		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68167	28361		1		13.98	1.1184	0.3495	15.4479	2081 St. Andrews Way		Kirkland	WA	Washington	98033	False	United States
68168	26518		4		32.27	2.5816	0.8068	35.6584	7145 Matchstick Drive		Long Beach	CA	California	90802	False	United States
68169	27655		4		21.49	1.7192	0.5373	23.7465	4192 May Rd.		Coronado	CA	California	92118	False	United States
68170	25897		4		32.6	2.608	0.815	36.023	4499 Alpha Way		San Diego	CA	California	92102	False	United States
68171	26087		1		64.97	5.1976	1.6243	71.7919	1820 St. Andrews Dr.		Milwaukie	OR	Oregon	97222	False	United States
68172	25082		4		34.89	2.7912	0.8723	38.5535	4019 Gumwood Dr.		Berkeley	CA	California	94704	False	United States
68173	21415		1		49.97	3.9976	1.2493	55.2169	2898 Forest Way		Redmond	WA	Washington	98052	False	United States
68174	21809		4		49.97	3.9976	1.2493	55.2169	973 Marvello Lane		Lakewood	CA	California	90712	False	United States
68175	20538		1		68.97	5.5176	1.7243	76.2119	3972 Almond Drive		Tacoma	WA	Washington	98403	False	United States
68176	19853		4		119.98	9.5984	2.9995	132.5779	2141 Pepperridge Way		Carson	CA	California	90746	False	United States
68177	20414		4		78.48	6.2784	1.962	86.7204	4915 Pear Dr.		Newport Beach	CA	California	92625	False	United States
68178	18065		6	11559	69.99	5.5992	1.7498	77.339	9555 Whyte Park Ave.		Haney	BC	British Columbia	V2W 1W2	False	Canada
68179	20752		1		69.99	5.5992	1.7498	77.339	1930 Many Lane		Olympia	WA	Washington	98501	False	United States
68180	29351		6	11559	119.98	9.5984	2.9995	132.5779	8618 Rose Street		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68181	28426		10	11562	60.47	4.8376	1.5118	66.8194	3713 Rollingwood Dr.		London	ENG	England	EC1R 0DU	True	United Kingdom
68182	12293		10	11562	23.78	1.9024	0.5945	26.2769	5866 Orange St.		Bracknell	ENG	England	RG12 8TB	True	United Kingdom
68183	28404		8		56.95	4.556	1.4238	62.9298	Königstr 38		Braunschweig	NW	Nordrhein-Westfalen	38001	False	Germany
68184	11301		1		128.97	10.3176	3.2243	142.5119	1217 Mariposa		Ballard	WA	Washington	98107	False	United States
68185	12513		10	11562	58.98	4.7184	1.4745	65.1729	2754 Stanbridge Ct.		Stoke-on-Trent	ENG	England	AS23	True	United Kingdom
68186	19845		1		639.95	51.196	15.9988	707.1448	1156 Corte Poquito		Yakima	WA	Washington	98901	False	United States
68187	13056		1		848.47	67.8776	21.2118	937.5594	59 Sharon Place		Woodburn	OR	Oregon	97071	False	United States
68188	27170		7		756.33	60.5064	18.9083	835.7447	"811bis, rue des Peupliers"		Suresnes	92	Hauts de Seine	92150	False	France
68189	15632		10	11562	777.34	62.1872	19.4335	858.9607	5256 Chickpea Ct.		London	ENG	England	E17 6JF	True	United Kingdom
68190	15638		10	11562	777.34	62.1872	19.4335	858.9607	1161 Daffodil Dr.		Milton Keynes	ENG	England	MK8 8DF	True	United Kingdom
68191	24301		9	11557	1700.99	136.0792	42.5248	1879.594	7738 Thunderbird Dr.		Hobart	TAS	Tasmania	7001	False	Australia
68192	12579		9	11557	539.99	43.1992	13.4998	596.689	480 W. Holly Drive		Springwood	NSW	New South Wales	2777	False	Australia
68193	21329		4		1179.47	94.3576	29.4868	1303.3144	7820 Bird Drive		Redwood City	CA	California	94063	False	United States
68194	14272		1		1764.96	141.1968	44.124	1950.2808	8197 Haviland Place		Puyallup	WA	Washington	98371	False	United States
68195	20896		8		1174.48	93.9584	29.362	1297.8004	Marketplatz 52		Grevenbroich	BY	Bayern	41485	False	Germany
68196	28371		10	11562	539.99	43.1992	13.4998	596.689	8858 V. Street		London	ENG	England	W1Y 3RA	True	United Kingdom
68197	11412		8		2393.06	191.4448	59.8265	2644.3313	Postfach 99 92 92		Ingolstadt	BY	Bayern	85049	False	Germany
68198	22460		10	11562	1750.98	140.0784	43.7745	1934.8329	3723 Coach Pl.		London	ENG	England	E17 6JF	True	United Kingdom
68199	12695		9	11568	29.98	2.3984	0.7495	33.1279	6909 Hamilton Avenue		Coffs Harbour	NSW	New South Wales	2450	False	Australia
68200	15810		9	11568	32.28	2.5824	0.807	35.6694	1954 Sudden Loop		Seaford	VIC	Victoria	3198	False	Australia
68201	23437		9	11568	4.99	0.3992	0.1248	5.514	4671 Balhan Court		Geelong	VIC	Victoria	3220	False	Australia
68202	16420		10	11573	777.44	62.1952	19.436	859.0712	8394 Summertime Dr.		Reading	ENG	England	RG7 5H7	True	United Kingdom
68203	12520		7		2341.46	187.3168	58.5365	2587.3133	"9, avenue de l´ Union Centrale"		Saint Germain en Laye	78	Yveline	78100	False	France
68204	19031		10	11573	2354.98	188.3984	58.8745	2602.2529	6469 Climbing Dr.		London	ENG	England	W10 6BL	True	United Kingdom
68205	25798		10	11573	2452.34	196.1872	61.3085	2709.8357	9179 Dos Rios Drive		Bury	ENG	England	PE17	True	United Kingdom
68206	11185		6	11570	31.27	2.5016	0.7818	34.5534	8834 San Jose Ave.		Metchosin	BC	British Columbia	V9	False	Canada
68207	29023		1		35.23	2.8184	0.8808	38.9292	5483 Cornwall Court		Renton	WA	Washington	98055	False	United States
68208	11698		6	11570	21.49	1.7192	0.5373	23.7465	7796 Adobe Drive		Metchosin	BC	British Columbia	V9	False	Canada
68209	27213		1		7.28	0.5824	0.182	8.0444	5619 Saddlehill Lane		Spokane	WA	Washington	99202	False	United States
68210	11203		6	11570	36.27	2.9016	0.9068	40.0784	3682 Diablo View Road		Port Hammond	BC	British Columbia	V6B 3P7	False	Canada
68211	11287		6	11570	27.77	2.2216	0.6943	30.6859	3268 Hazelwood Lane		Cliffside	BC	British Columbia	V8Y 1L1	False	Canada
68212	26685		4		24.99	1.9992	0.6248	27.614	98 Roan Lane		Newport Beach	CA	California	92625	False	United States
68213	26178		1		101.95	8.156	2.5488	112.6548	6985 Pecan Street	# 786	Woodburn	OR	Oregon	97071	False	United States
68214	12106		6	11570	37.27	2.9816	0.9318	41.1834	8868 Sudan Loop		Oak Bay	BC	British Columbia	V8P	False	Canada
68215	23703		4		34.98	2.7984	0.8745	38.6529	2911 Paso Del Rio Way		Colma	CA	California	94014	False	United States
68216	23495		4		69.97	5.5976	1.7493	77.3169	3970 Falcon Dr		Woodland Hills	CA	California	91364	False	United States
68217	23558		4		34.98	2.7984	0.8745	38.6529	4148 Hitchcock		Long Beach	CA	California	90802	False	United States
68218	20516		4		14.98	1.1984	0.3745	16.5529	7869 Sea Point Way		West Covina	CA	California	91791	False	United States
68219	16072		1		166.28	13.3024	4.157	183.7394	6864 Oakleaf Ct.		Beaverton	OR	Oregon	97005	False	United States
68220	17344		4		4.99	0.3992	0.1248	5.514	9918 Scottsdale Rd.		Novato	CA	California	94947	False	United States
68221	21276		6	11570	39.98	3.1984	0.9995	44.1779	2989 Pepperidge Way		Metchosin	BC	British Columbia	V9	False	Canada
68222	21277		6	11570	4.99	0.3992	0.1248	5.514	8267 Lavene Way		Shawnee	BC	British Columbia	V9B 2C3	False	Canada
68223	16485		4		39.98	3.1984	0.9995	44.1779	1008 Lydia Lane		Burbank	CA	California	91502	False	United States
68224	27643		6	11570	54.98	4.3984	1.3745	60.7529	5485 Wee Donegal		Shawnee	BC	British Columbia	V9B 2C3	False	Canada
68225	20479		6	11570	85.48	6.8384	2.137	94.4554	9476 Hill Top Rd.		Sooke	BC	British Columbia	V0	False	Canada
